KundenNr,Nachname,Bonitaet,Land,Geschlecht,Alter,Dauer,Konto,NrProdukte,HatCrKarte,Aktiv,Gesch_Einkommen,Austritt
139782777,Pinto,527,Deutschland,m,31,4,0.0,1,1,0,169361.89,0
139697344,L?,717,England,m,35,1,0.0,3,0,0,174770.14,1
139779387,Johnson,679,Deutschland,m,39,0,86843.61,1,0,1,159830.58,0
139695920,Chinedum,655,England,f,35,1,106405.03,1,1,1,82900.25,0
139825505,Zimmer,690,Deutschland,f,40,9,77641.99,1,0,0,189051.59,1
139906104,Y?an,674,England,m,32,2,0.0,2,1,0,140579.17,0
139690321,Onyemachukwu,569,England,f,30,3,139528.23,1,1,1,33230.37,0
139827382,Ch'ien,730,Deutschland,m,33,0,0.0,2,1,0,1474.79,0
139717446,Sadler,566,Deutschland,f,21,3,0.0,2,1,1,3626.47,0
139710194,Mitchell,556,Deutschland,f,43,6,0.0,3,0,0,125154.57,1
139758009,Fomin,763,Deutschland,f,58,9,187911.55,1,0,1,35825.18,0
139859566,Krawczyk,613,Deutschland,m,20,3,0.0,2,1,1,149613.77,0
139911997,Moran,850,Deutschland,f,81,1,0.0,2,1,1,59568.24,0
139709388,Gorshkov,636,England,f,32,8,0.0,2,1,0,138555.46,0
139763635,Pan,759,Deutschland,f,33,9,160541.36,2,0,0,93541.14,0
139861940,McGuirk,850,Deutschland,f,37,7,153147.75,1,1,1,152235.3,0
139739613,Lin,565,Frankreich,f,32,9,68067.24,1,1,0,143287.58,0
139702534,Nnachetam,644,Deutschland,m,44,5,73348.56,1,1,0,157166.79,1
139826837,Nwagugheuzo,613,England,m,35,4,123557.65,2,0,1,170903.4,0
139772479,Davis,725,Deutschland,m,46,6,0.0,2,1,0,161767.38,0
139720799,Vinogradova,697,Deutschland,f,25,1,0.0,2,0,0,87803.32,0
139795284,Stevens,555,Frankreich,m,41,10,113270.2,2,1,1,185387.14,0
139843432,Schoenheimer,666,Deutschland,m,36,4,120165.4,2,1,0,33701.5,0
139805680,Echezonachukwu,744,England,m,39,4,95161.75,1,1,0,19409.77,0
139756196,Hamilton,848,England,m,40,3,110929.96,1,1,1,30876.84,0
139883922,Buccho,673,Deutschland,m,37,4,0.0,2,0,0,163563.07,0
139841418,Mishina,613,Deutschland,f,46,8,167795.6,1,0,1,44390.38,0
139905788,Hay,706,England,m,38,8,0.0,2,0,1,46635.11,0
139776197,Robinson,640,Frankreich,m,39,9,131607.28,4,0,1,6981.43,1
139866362,Napolitani,773,Deutschland,f,40,10,0.0,2,0,1,69303.15,0
139890625,Nwebube,790,England,m,46,8,182364.53,1,0,0,139266.48,1
139846208,Evseev,739,Deutschland,f,20,4,133800.98,1,0,1,150245.81,0
139909872,Chukwuemeka,741,Deutschland,m,29,8,0.0,2,1,1,115994.52,0
139755546,Chiemezie,659,England,m,78,2,151675.65,1,0,1,49978.67,0
139877609,Gill,604,England,m,43,2,145081.72,1,1,1,23881.62,0
139797019,Tikhonov,527,England,f,36,6,0.0,2,1,1,102280.29,0
139834843,Ts'ao,663,Deutschland,m,28,4,0.0,2,1,1,123969.64,0
139887152,Stiger,832,Deutschland,f,27,10,98590.25,1,1,0,30912.89,0
139878801,King,711,Frankreich,f,45,1,97486.15,2,1,0,50610.62,0
139877255,Brierly,587,England,m,48,1,0.0,2,1,1,8908.0,0
139819002,Sinclair,682,Deutschland,f,30,9,0.0,2,1,1,195104.91,0
139729598,Onwuatuegwu,663,Deutschland,m,45,5,83195.12,1,1,1,48682.1,0
139729880,Chukwukadibia,567,England,m,34,10,0.0,2,0,1,161571.79,0
139730573,Savage,752,Frankreich,f,37,5,113291.05,2,1,1,132467.54,0
139692969,McWilliams,574,Deutschland,m,41,1,0.0,2,0,0,70550.0,0
139762758,Vinogradov,627,Deutschland,m,41,3,0.0,2,1,0,132719.8,0
139731398,Macintyre,733,Frankreich,m,34,3,100337.96,3,1,0,48559.19,1
139911769,Kodilinyechukwu,717,England,f,39,6,0.0,2,1,0,93275.61,0
139677334,Ross,709,Deutschland,m,39,8,0.0,2,1,0,56214.09,0
139811240,Anderson,737,Deutschland,m,30,8,174356.13,1,0,0,31928.5,0
139776451,Godfrey,805,Frankreich,f,26,8,42712.87,2,1,1,28861.69,0
139788616,Findlay,555,Deutschland,m,37,9,124969.13,1,1,0,60194.05,0
139804114,Hudson,701,England,m,36,8,0.0,2,1,0,169161.46,0
139856422,Morrison,666,Deutschland,f,36,8,0.0,1,0,1,158666.99,0
139840149,Wong,534,Deutschland,f,49,7,0.0,1,1,0,13566.48,1
139798223,Poole,645,England,f,55,1,133676.65,1,0,1,17095.49,0
139883300,Defalco,513,England,m,39,7,89039.9,2,1,1,146738.83,0
139840667,Kerr,710,Deutschland,f,37,5,0.0,2,1,0,115403.31,0
139803585,Uwakwe,707,Frankreich,f,48,7,105086.74,1,1,1,180344.69,1
139735834,Mills,595,England,f,30,5,100683.54,1,1,1,178361.04,0
139893532,De Luca,685,Deutschland,m,33,6,0.0,1,1,0,58458.26,0
139735456,Huang,541,Deutschland,f,39,6,109844.81,1,1,0,25289.23,0
139901742,Ibezimako,592,England,m,37,9,0.0,3,1,1,10656.89,0
139817100,Gebhart,535,Deutschland,f,44,2,114427.86,1,1,1,136330.26,0
139801229,Lowe,850,Frankreich,m,56,1,169743.83,1,0,0,155850.4,1
139734720,Toscano,696,Deutschland,f,30,8,0.0,2,1,1,196134.44,0
139909841,Martin,785,Deutschland,f,36,4,135438.4,1,0,0,190627.01,0
139773506,Lorenzo,746,Deutschland,m,36,7,142400.77,1,1,1,193438.69,0
139773270,Begg,693,England,f,45,4,0.0,2,1,1,26589.56,0
139775964,Salinas,659,England,m,31,7,149620.88,2,1,1,104533.51,0
139693459,Mai,766,England,m,41,6,99208.46,2,1,0,62402.38,0
139815587,Anayolisa,812,Frankreich,m,33,2,127154.14,2,0,1,105383.49,0
139898611,Fallaci,819,England,f,28,8,168253.21,1,1,1,102799.14,0
139737557,Hsu,429,Deutschland,m,24,4,95741.75,1,1,0,46170.75,0
139701418,Chukwukadibia,646,Deutschland,f,73,6,97259.25,1,0,1,104719.66,0
139812380,Kozlova,767,England,f,24,5,0.0,2,1,1,67445.85,0
139788993,L?,755,Deutschland,f,38,1,0.0,2,1,0,20734.81,0
139850271,Kwemto,730,Frankreich,m,45,6,152880.97,1,0,0,162478.11,0
139859559,Lavrentyev,681,Deutschland,f,29,2,148143.84,1,1,1,52021.39,0
139870082,Lucciano,641,Deutschland,m,37,7,0.0,2,1,0,75248.3,0
139858788,Milanesi,678,Deutschland,f,22,6,118064.93,2,1,1,195424.01,0
139887106,Carr,712,Frankreich,m,53,6,134729.99,2,1,1,132702.64,0
139699629,McKay,520,England,m,45,7,107023.03,1,1,0,32903.93,0
139924149,Bruno,627,England,m,49,4,111087.5,1,0,1,146680.25,0
139927099,Bales,541,Frankreich,f,39,9,100116.67,1,1,1,199808.1,1
139781032,Mario,491,Frankreich,f,68,1,95039.12,1,0,1,116471.14,1
139761687,Ch'en,786,England,m,29,7,80895.44,2,1,0,64945.57,0
139739073,Blair,599,Deutschland,f,41,1,0.0,2,1,0,96069.82,0
139917070,Lane,670,Deutschland,m,37,2,0.0,2,1,1,54229.74,0
139712069,Chiang,710,Deutschland,m,30,6,0.0,2,1,1,8991.17,0
139725230,Maclean,505,England,m,35,8,116932.59,1,1,0,91092.84,0
139746215,Brown,682,England,f,59,0,122661.39,1,0,1,84803.76,0
139779045,Iloerika,704,England,m,33,3,0.0,2,1,0,73018.74,0
139765440,Wu,699,England,m,31,6,114493.68,1,0,0,138396.32,0
139921290,Lu,668,Deutschland,m,46,0,0.0,2,0,0,29388.02,0
139732670,Zaytseva,668,Frankreich,f,46,7,161806.09,1,1,1,173052.19,0
139808302,Wallace,474,Deutschland,m,45,10,0.0,2,0,0,172175.9,0
139715987,Jen,850,Frankreich,m,40,4,166082.15,2,0,1,44406.17,0
139898232,Velazquez,725,Deutschland,f,29,6,0.0,2,1,1,190776.83,0
139864174,Ozioma,615,Deutschland,f,30,9,0.0,1,1,0,87347.82,0
139857865,Rendall,636,Deutschland,f,38,1,0.0,1,1,0,45015.38,0
139834135,T'ien,464,Deutschland,m,38,3,116439.65,1,1,0,75574.48,0
139838734,Kaodilinakachukwu,821,Deutschland,f,40,1,0.0,2,1,0,194273.12,0
139728109,Nnonso,646,Frankreich,f,52,6,111739.4,2,0,1,68367.18,0
139758037,Pollard,749,Deutschland,m,41,5,57568.94,1,1,1,61128.29,0
139757215,Hayward,661,Deutschland,m,33,9,0.0,2,1,1,84174.81,0
139907673,Uwaezuoke,642,Frankreich,f,36,2,124495.98,3,1,1,57904.22,1
139751325,Nebechi,528,Deutschland,m,30,2,128262.72,2,1,0,50771.16,0
139682278,Lehr,491,Frankreich,f,57,4,112044.72,1,1,1,41229.73,1
139885312,Lori,797,England,m,59,4,129321.44,1,1,1,93624.55,0
139912333,Wilson,554,Deutschland,f,45,6,0.0,2,1,1,181204.5,0
139715273,Curtis,600,England,m,36,4,0.0,2,1,0,143635.36,0
139900363,Osborne,836,Frankreich,f,32,4,109196.67,2,1,0,55218.02,0
139831630,Jamieson,479,Frankreich,f,30,7,143964.36,2,1,0,41879.99,0
139864137,Boyd,653,Deutschland,f,32,4,83772.95,1,0,1,23920.65,0
139814502,Golovanov,549,Frankreich,f,49,6,124829.16,1,0,1,93551.36,0
139756906,Fontenot,843,Deutschland,f,27,5,0.0,2,1,1,67494.23,0
139850194,Smith,493,Deutschland,f,46,4,0.0,2,1,0,1907.66,0
139741687,Onwumelu,457,Deutschland,m,40,10,134320.23,2,1,0,150757.35,0
139681584,Holmwood,724,Deutschland,f,34,3,132352.69,1,1,0,80320.3,0
139728875,Blackburn,816,Frankreich,f,40,9,109003.26,1,1,1,79580.56,0
139718585,Sutherland,658,Deutschland,m,32,8,0.0,1,1,1,80410.68,0
139873774,Chimezie,569,Deutschland,m,37,9,178755.84,1,1,0,199929.17,0
139715940,Brabyn,458,Frankreich,m,44,7,84386.57,1,1,0,178642.73,0
139726534,Wilson,691,Deutschland,m,24,6,0.0,2,1,1,92811.2,0
139727968,Kung,720,England,m,31,4,141356.47,1,0,0,137985.69,0
139882154,Hammond,766,Frankreich,f,28,4,90696.78,1,0,1,21597.2,0
139733476,Robinson,847,Frankreich,f,41,3,101543.51,4,1,0,16025.17,1
139776195,Kerr,606,Frankreich,m,39,8,136000.45,2,1,0,31708.53,0
139715573,Anthony,622,England,f,47,6,142319.03,1,0,0,100183.05,0
139888996,Akhtar,659,Deutschland,f,56,9,123785.24,1,1,0,99504.03,1
139847589,Sutherland,608,Frankreich,m,28,4,96679.71,1,1,1,49133.45,0
139868753,Brown,655,Frankreich,m,67,6,148363.38,1,1,1,186995.17,0
139744325,Byrne,684,Frankreich,m,37,1,126817.13,2,1,1,29995.83,1
139912612,Lablanc,764,Frankreich,f,39,9,138341.51,1,1,0,50072.94,1
139778905,Olisaemeka,707,England,m,43,10,0.0,2,1,0,118368.2,0
139851415,Ch'ang,650,Frankreich,f,45,9,152367.21,3,1,0,150835.21,1
139794303,Robertson,769,England,m,38,6,0.0,2,0,0,104393.78,0
139822421,Lei,715,Frankreich,m,42,2,88120.97,2,1,1,21333.22,0
139705783,Thomson,569,Deutschland,m,41,4,120243.49,1,1,0,163150.03,1
139843258,Agafonova,529,England,m,63,4,96134.11,3,1,0,108732.96,1
139824215,Shih,757,Deutschland,m,28,3,75381.15,1,1,1,199727.72,0
139704457,White,525,Deutschland,m,33,1,112833.35,1,0,1,175178.56,0
139804420,Dickson,612,Frankreich,f,36,2,130700.92,2,0,0,77592.8,0
139817613,Burke,636,Deutschland,m,34,1,84055.43,1,0,0,37490.84,0
139805147,Chidiegwu,679,Deutschland,f,24,6,114948.76,2,0,1,135768.25,0
139704788,Speth,502,Frankreich,f,33,6,125241.17,2,1,1,158736.07,0
139923514,Henderson,744,Deutschland,m,54,6,93806.31,2,0,1,140068.77,0
139816397,Marshall,431,Deutschland,m,37,0,120764.08,1,1,1,117023.08,0
139877249,Hancock,492,Deutschland,m,29,1,144591.96,1,1,1,196293.76,0
139710283,Ch'iu,680,Deutschland,m,33,1,123082.08,1,1,0,134960.98,0
139811796,Boyle,662,Deutschland,f,37,6,0.0,2,1,0,51229.17,0
139793765,Burke,714,Deutschland,m,37,9,148466.93,2,0,1,151280.96,0
139723546,Law,627,Frankreich,f,35,2,137852.96,1,1,1,172269.21,1
139902121,Milano,475,Deutschland,f,32,8,119023.28,1,1,0,100816.29,0
139779915,Titheradge,705,England,f,24,5,177799.83,2,0,0,79886.06,0
139881345,Larson,679,Deutschland,f,33,6,0.0,2,1,1,98015.85,0
139758052,Weigel,748,Deutschland,m,33,1,142645.43,1,0,0,69132.66,0
139882497,Obiuto,469,England,m,35,5,0.0,2,1,0,186490.37,0
139797440,Cavenagh,838,England,f,39,5,166733.92,2,1,0,14279.44,0
139824373,Ma,587,Deutschland,m,42,1,0.0,1,0,0,123006.91,0
139814411,Kung,733,Frankreich,m,74,3,106545.53,1,1,1,134589.58,0
139862574,Lucchesi,836,England,f,41,7,150302.84,1,1,1,156036.19,0
139855261,Sagese,748,England,m,58,9,122330.7,2,0,1,124429.19,0
139703832,Kay,684,Deutschland,m,27,2,134603.88,1,1,1,71725.73,0
139687811,Buccho,624,Frankreich,f,48,3,122388.38,2,0,0,30020.09,0
139848718,Costa,649,Deutschland,m,39,3,113096.41,1,1,1,60335.24,0
139719072,Dipietro,679,Deutschland,m,48,8,0.0,2,1,0,23344.94,0
139920958,Watt,797,Frankreich,m,32,1,151922.94,1,1,0,8877.06,0
139781939,Browne,655,England,f,27,9,0.0,2,0,0,108008.05,0
139841884,Brennan,509,Deutschland,m,26,10,0.0,2,1,1,6177.83,0
139741193,Murray,697,Deutschland,m,35,5,133087.76,1,1,0,64771.61,0
139803549,Li,606,England,f,25,3,147386.72,3,1,0,45482.04,1
139760081,Murphy,629,England,m,34,6,0.0,2,1,0,190347.72,0
139693533,Johnson,684,England,f,36,4,0.0,1,1,0,117038.96,0
139874151,Bell,619,England,f,38,10,119658.49,1,1,1,8646.58,0
139742710,McKee,641,Deutschland,m,50,6,153590.73,2,1,1,130910.78,0
139891531,Rossi,607,England,m,34,9,132439.99,1,1,0,177747.72,0
139734101,Buccho,551,Deutschland,f,26,2,144258.52,1,1,0,49778.79,0
139786063,Loane,679,Frankreich,f,37,8,77373.87,2,0,1,174873.09,0
139897308,Chineze,711,Deutschland,m,58,9,91285.13,2,1,1,26767.85,0
139927003,Sazonova,666,Frankreich,m,74,7,105102.5,1,1,1,46172.47,0
139792919,Pisano,520,Deutschland,f,39,1,73493.17,1,0,1,109626.13,1
139835149,Nyhan,573,Deutschland,f,33,0,90124.64,1,1,0,137476.71,0
139881968,Arnold,760,England,m,28,1,141038.57,2,0,0,16287.38,0
139716718,Grant,725,Frankreich,m,45,8,116917.07,1,0,0,173464.43,1
139712264,Paterson,721,Deutschland,m,69,2,108424.19,1,1,1,178418.35,0
139787192,Nwachukwu,695,Deutschland,f,23,1,0.0,2,1,1,141756.32,0
139877580,Wan,497,Deutschland,m,34,2,0.0,2,1,1,83087.13,0
139873297,Kirsova,746,Deutschland,f,24,4,0.0,1,0,1,94105.0,0
139813405,Liu,590,England,f,29,2,166930.76,2,1,0,122487.73,0
139697296,Pye,743,England,m,41,7,0.0,1,1,0,163736.09,1
139798113,Parry-Okeden,588,Deutschland,f,36,2,0.0,2,1,0,92536.0,1
139763512,Fishbourne,833,Deutschland,m,30,1,0.0,2,1,0,141860.62,0
139864522,Cox,612,Deutschland,m,41,5,0.0,3,0,0,151256.22,0
139785233,White,498,Frankreich,m,45,7,109200.74,2,0,1,165990.44,0
139793434,Yin,542,Deutschland,m,32,7,107871.72,1,1,0,125302.64,0
139704913,Chandler,576,Frankreich,f,36,8,166287.85,1,1,1,23305.85,0
139918664,Dodd,555,England,m,21,1,0.0,2,0,0,103901.35,0
139879908,Bruce,582,Frankreich,m,35,8,121309.17,2,1,1,28750.67,0
139714437,Chiang,487,Deutschland,f,53,10,89550.85,1,0,1,90076.85,0
139914795,Diggs,613,Frankreich,m,33,3,155736.42,2,1,1,57751.21,0
139891154,Chao,750,England,f,38,7,97257.41,2,0,1,179883.04,0
139925287,Azikiwe,703,Deutschland,m,37,8,105961.68,2,0,1,74158.8,0
139771250,King,657,England,m,41,8,109402.13,1,1,1,66463.62,0
139815952,Duncan,492,Deutschland,m,35,8,121063.49,1,0,0,85421.48,0
139734525,P'eng,507,Deutschland,f,35,2,0.0,2,1,0,97633.93,0
139876754,Williamson,642,England,m,34,8,0.0,1,1,0,72085.1,0
139740393,Beneventi,501,Frankreich,m,25,6,104013.79,1,1,0,114774.35,0
139822697,Davison,452,Deutschland,f,35,7,0.0,2,1,0,164241.67,0
139919352,Arkwookerum,744,Deutschland,m,47,9,0.0,2,1,0,113163.17,0
139759448,Artemova,672,England,m,33,2,0.0,2,1,1,182738.0,0
139886678,Narelle,690,Deutschland,f,36,6,110480.48,1,0,0,81292.33,0
139890139,Yobachukwu,684,England,f,36,5,174180.39,1,1,0,119830.08,0
139897312,Longo,718,Deutschland,f,25,7,0.0,2,1,0,30380.12,0
139850637,Palmer,548,England,m,38,0,178056.54,2,1,0,38434.73,0
139840553,Fleming,729,England,f,42,7,0.0,2,1,0,58268.2,1
139743243,Dyson,474,Deutschland,m,37,3,98431.37,1,0,0,75698.44,0
139782309,Hort,693,Deutschland,m,31,2,0.0,2,1,1,107759.31,0
139736904,Veale,613,Deutschland,f,45,1,187841.99,2,1,1,147224.27,0
139716890,Gardener,752,Deutschland,m,49,2,78653.84,1,1,0,7698.6,0
139715925,Scott,850,England,m,30,2,141040.01,1,1,1,5978.2,0
139681860,Obijiaku,579,Deutschland,m,35,1,0.0,2,1,0,4460.2,0
139867914,Clark,656,Frankreich,m,27,4,118627.16,2,1,1,160835.3,0
139691090,Pirozzi,682,Deutschland,m,42,0,0.0,1,1,1,160828.98,0
139779381,Collins,628,Deutschland,m,32,9,149136.31,2,1,1,16402.11,0
139718755,Ndubuisi,648,England,f,49,10,0.0,2,1,1,159835.78,1
139893833,Padovesi,621,Deutschland,f,40,6,0.0,1,1,0,155155.25,0
139864031,Bishop,664,Deutschland,m,36,1,0.0,2,1,1,95372.64,0
139839262,Yeh,677,England,f,34,10,171671.9,1,1,1,50777.77,0
139716235,Bird,609,Frankreich,m,38,6,140752.06,2,0,1,171430.16,0
139744018,De Bernales,559,Deutschland,f,70,9,0.0,1,1,1,122996.76,0
139820093,Coffee,727,Deutschland,f,31,2,52192.08,2,0,1,160383.47,0
139700429,Kaleski,673,Frankreich,f,29,4,99097.36,1,1,1,9796.69,0
139845645,Vicars,660,Frankreich,f,52,4,86891.84,1,1,0,90877.76,0
139707531,Baranov,705,Deutschland,f,50,4,77065.9,2,0,1,145159.26,0
139785841,Pisani,642,Deutschland,m,38,3,0.0,2,0,0,171463.83,0
139878184,He,525,Deutschland,m,36,2,114628.4,1,0,1,168290.06,0
139716977,Dalrymple,644,Frankreich,f,51,4,95560.04,1,0,0,72628.84,1
139825874,Ekwueme,561,Deutschland,m,37,1,100443.36,2,0,1,101693.73,0
139819699,Dyer,803,Deutschland,m,28,3,0.0,2,1,0,159654.0,0
139690655,McKenzie,638,Deutschland,m,57,6,0.0,1,1,0,33676.48,1
139856769,Selezneva,538,Deutschland,f,62,3,75051.49,1,0,0,17682.02,1
139872791,Hunter,601,Deutschland,f,38,0,0.0,2,1,0,165196.65,0
139893318,P'eng,850,England,m,33,3,100476.46,2,1,1,136539.13,0
139806295,Milani,575,Deutschland,m,29,4,121823.4,2,1,1,50368.87,0
139726650,Paterson,792,England,m,47,0,0.0,1,1,1,5557.88,1
139797580,Chukwukadibia,456,England,m,32,9,147506.25,1,1,1,135399.21,0
139854252,Gotch,712,England,f,29,7,77919.78,1,1,0,122547.58,0
139719433,Lawrence,760,England,m,43,6,175735.5,1,1,1,157337.29,0
139857933,Genovese,648,England,f,53,6,111201.41,1,1,1,121542.29,0
139742104,Udobata,614,England,f,25,10,75212.28,1,1,0,58965.04,0
139876980,Ibekwe,687,Frankreich,m,26,2,142721.52,1,1,1,153605.75,0
139869050,Forster,623,Deutschland,m,45,0,0.0,1,1,0,196533.72,1
139827187,Chiemezie,605,Deutschland,m,39,7,0.0,1,0,1,119348.28,0
139814560,Teague,565,Deutschland,f,44,1,0.0,2,0,1,89602.81,0
139750708,Thomson,714,Deutschland,m,54,7,126113.28,1,1,0,112777.38,0
139722208,Baddeley,559,Deutschland,m,29,1,0.0,2,0,0,155639.76,0
139849235,Cross,818,Deutschland,f,31,1,186796.37,1,0,0,178252.63,0
139870583,Crawford,682,Deutschland,f,64,10,128306.7,1,0,1,66040.83,0
139678521,Pedder,789,Deutschland,f,27,8,66201.96,1,1,1,79458.12,0
139865280,Schiavone,573,England,m,38,4,0.0,2,1,1,196517.43,0
139794987,Chin,626,England,m,62,3,0.0,1,1,1,65010.74,0
139800784,Davis,655,Deutschland,f,50,10,0.0,4,1,0,179267.94,1
139704289,Ch'eng,639,Frankreich,m,35,10,128173.9,2,1,0,59093.39,0
139805320,Genovese,811,Deutschland,f,47,3,123365.34,2,0,0,171995.34,0
139683588,Davey,767,Deutschland,f,34,8,0.0,2,1,0,94767.77,0
139844221,Lombardo,468,Frankreich,m,29,1,111681.98,2,1,1,195711.16,0
139782357,Power,754,Deutschland,m,38,2,0.0,2,1,0,180698.32,0
139779678,Burrows,614,Deutschland,f,41,3,123475.04,1,1,1,179227.52,0
139841580,Zotov,628,Deutschland,m,31,0,88421.81,1,0,0,72350.47,0
139823286,Wan,613,Frankreich,m,40,1,147856.82,3,0,0,107961.11,1
139802504,Chan,740,Deutschland,f,37,9,0.0,2,1,1,73225.31,0
139910403,Su,680,Deutschland,m,33,2,108393.35,1,0,1,39057.67,0
139889019,Chuang,559,England,f,40,5,139129.44,1,0,1,32635.54,0
139757399,Short,452,England,m,44,3,88915.85,1,1,0,69697.74,0
139683316,Trentino,655,Deutschland,m,24,9,107065.31,1,1,1,51959.82,0
139739762,Sheets,792,Deutschland,f,28,4,130142.79,1,1,0,38190.78,0
139729320,Onyemauchechi,607,Deutschland,m,44,0,0.0,2,1,1,81140.09,0
139822983,Brown,712,Deutschland,f,29,2,0.0,1,1,1,144375.0,0
139853681,Marshall,705,Frankreich,m,35,4,136496.12,2,1,0,116672.02,0
139833991,T'ien,540,Deutschland,m,48,0,148116.48,1,0,0,116973.48,0
139789903,She,691,Deutschland,m,30,9,0.0,1,1,0,49594.02,0
139753133,Hudson,681,England,m,67,7,0.0,2,0,1,163714.92,0
139737027,Phillips,786,Deutschland,m,32,2,120452.4,2,0,0,79602.86,0
139770592,West,530,Deutschland,m,39,2,0.0,2,1,0,197923.05,0
139736466,Andersen,682,Deutschland,m,40,4,0.0,1,0,1,105352.55,0
139913073,Carroll,558,Deutschland,m,40,6,0.0,2,1,0,173844.89,0
139801041,Howe,722,Deutschland,m,46,6,0.0,1,1,1,93917.68,1
139912179,Mofflin,601,England,f,42,4,96763.89,1,1,1,199242.65,0
139854596,Zotova,740,Frankreich,f,40,2,122295.17,2,1,1,30812.84,0
139920132,Peavy,850,Deutschland,f,31,4,0.0,2,1,1,33082.81,0
139815031,Clark,665,Frankreich,m,25,5,153611.83,2,1,0,35321.65,0
139699889,Bianchi,550,England,m,34,3,0.0,2,0,0,131281.28,0
139890495,Michael,604,Frankreich,f,25,5,157780.84,2,1,1,58426.81,0
139798328,Gilbert,777,Frankreich,m,44,3,124655.59,2,0,1,79792.3,0
139780401,Brown,521,Deutschland,m,30,2,107316.09,1,1,0,64299.82,0
139874824,Tsou,496,Deutschland,m,30,0,90963.49,1,0,1,27802.0,0
139755739,Crawford,740,Deutschland,f,30,8,105209.54,1,1,0,1852.58,0
139690666,Hunt,573,Frankreich,m,30,8,127406.5,1,1,0,192950.6,0
139816214,Alexeieva,593,Deutschland,f,35,6,133489.12,2,1,1,78101.29,0
139833162,Cowen,743,Deutschland,m,42,7,77002.2,2,1,1,80428.42,0
139738485,Nicholson,555,Deutschland,f,26,7,0.0,2,1,0,93122.41,0
139785136,McCollum,682,Deutschland,f,26,0,110654.02,1,0,1,111879.21,0
139742660,Ho,663,Deutschland,m,40,6,156218.19,1,0,1,33607.72,0
139684752,L?,626,England,f,48,2,0.0,2,1,1,95794.98,0
139744342,Freeman,662,England,m,20,9,104508.77,2,0,0,73107.53,0
139856767,Sinnett,599,England,f,39,4,0.0,1,1,0,194273.2,1
139844612,Lin,590,England,m,22,7,125265.61,1,1,1,161253.08,0
139695123,McKay,615,England,m,41,4,0.0,1,0,1,149278.96,0
139695714,Hull,633,Deutschland,m,59,5,0.0,1,1,1,137273.97,0
139721420,Collingridge de Tourcey,587,Deutschland,m,47,6,71026.77,1,1,0,57962.41,0
139678103,McKay,670,Deutschland,f,41,10,0.0,3,1,0,81602.02,0
139832281,Jen,689,England,f,31,3,139799.63,1,0,1,120663.57,0
139677712,Davide,787,Deutschland,m,25,5,0.0,2,1,0,47307.9,0
139798661,Mazzi,674,Deutschland,f,27,4,79144.34,1,0,1,50743.83,0
139747548,T'ien,758,England,m,61,2,0.0,2,1,1,43982.41,0
139715463,West,773,Frankreich,f,36,4,105858.71,1,0,1,4395.45,0
139821554,MacDonald,742,Deutschland,m,33,6,0.0,2,0,0,38550.4,0
139823846,Lombardo,589,Deutschland,f,61,1,0.0,1,1,0,61108.56,1
139842131,Bergamaschi,548,Deutschland,f,28,8,116755.5,2,1,1,158585.17,1
139739140,Foveaux,662,Deutschland,m,34,2,0.0,2,0,1,21497.27,0
139894792,Knepper,481,England,m,39,1,111233.09,1,1,1,123995.15,0
139831646,Law,577,England,m,28,7,0.0,1,1,0,143274.41,0
139859674,Langdon,700,Frankreich,m,35,4,95853.39,2,1,0,192933.37,0
139836445,Heydon,749,Deutschland,m,37,7,0.0,2,1,0,20306.79,0
139736110,Calabrese,684,Deutschland,m,35,6,135871.5,1,1,1,87219.41,0
139752626,Bogdanov,731,England,m,25,8,96950.21,1,1,0,97877.92,0
139735038,Connolly,586,England,f,28,2,0.0,2,1,1,92067.35,0
139860620,Chiazagomekpere,730,England,f,52,7,0.0,2,0,1,122398.84,0
139879783,Larkin,642,Frankreich,f,19,3,113905.48,1,1,1,176137.2,0
139901462,Cookson,520,Deutschland,m,35,9,105387.89,1,1,1,25059.06,0
139839362,Carandini,671,England,f,29,6,0.0,2,0,0,12048.67,0
139872584,Hsu,604,England,f,71,10,0.0,2,1,1,129984.2,0
139783880,Hsiung,642,Deutschland,m,72,1,160541.0,2,1,1,142223.94,0
139812215,Yen,571,Deutschland,m,44,9,0.0,2,0,0,38433.35,0
139707965,Meng,692,Deutschland,f,42,2,0.0,2,1,0,145222.93,0
139832217,Obiajulu,850,England,m,44,7,89118.26,1,1,0,104240.77,1
139791409,Hudson,661,Deutschland,f,31,3,133964.3,1,1,1,166187.1,0
139915419,O'Sullivan,694,Deutschland,f,31,10,0.0,2,1,0,160990.27,0
139681447,Moon,850,Deutschland,m,31,3,0.0,2,1,0,121866.87,0
139777227,Kung,637,Deutschland,m,27,9,128940.24,1,1,0,46786.92,0
139913805,Horsley,550,England,m,45,0,0.0,2,0,1,70399.71,0
139862776,Reynolds,695,Deutschland,f,36,2,0.0,2,0,1,167749.54,0
139893017,Y?an,636,England,m,76,9,126534.6,1,1,1,39789.62,0
139801398,Barlow,461,Deutschland,f,40,7,0.0,2,1,0,176547.8,0
139823619,Greco,816,Deutschland,m,31,8,0.0,2,1,1,28407.4,0
139683465,Andrews,605,Deutschland,f,36,6,0.0,1,0,1,690.84,0
139749121,Ch'ang,661,Deutschland,m,35,5,0.0,1,1,0,155394.52,0
